Means,AbsMeans,Sigma,AbsSigma
0.08808637584037941,0.08808637584037941,0.0018777671704612964,0.0018777671704612964
0.018991399594951473,0.018991399594951473,0.0019332569846162136,0.0019332569846162136
-0.0006075798699150034,0.0018158597199277422,0.002310265432852083,0.0015521382496740093
-0.014752737174191028,0.014752737174191028,0.0028452977989710066,0.0028452977989710066
0.07331875193380133,0.07331875193380133,0.002684293053960927,0.002684293053960927
0.08402845760465896,0.08402845760465896,0.0025292707305688304,0.0025292707305688304
0.013702413778699069,0.013702413778699069,0.0017575964625687248,0.0017575964625687248
-0.005274363588718752,0.005274363588718752,0.000992871376250224,0.000992871376250224
-0.0049920307529794225,0.0049920307529794225,0.0011130800894746861,0.0011130800894746861
-0.004141002381749301,0.004150545538991328,0.0011856631678999017,0.0011518114438253309
0.07275207997865983,0.07275207997865983,0.001400148281785772,0.001400148281785772
0.07140284272024659,0.07140284272024659,0.0010125439179920167,0.0010125439179920167
0.06744964552672177,0.06744964552672177,0.0012088646303020825,0.0012088646303020825
0.007007083957470505,0.007053016985692503,0.0019516061740243028,0.0017784666555950178
-0.002681051413194562,0.002681167485656835,0.000780479598793274,0.0007800807638838911
-0.0004492614641683733,0.0006177371614832787,0.0005652452771339935,0.00037381664734409165
0.0032670889257320006,0.0032670889257320006,0.0004849280302535425,0.0004849280302535425
0.001667187112926977,0.0016814595542109909,0.0007737916846281221,0.0007422669386831076
-0.0001506886219522049,0.00045258573632226003,0.00054116577892561,0.0003327666034079358
-0.0005521780203416797,0.0006463402650517356,0.0005058548321220599,0.0003781982801422375
0.0007108570670455503,0.0007376202960851063,0.0005047147361219776,0.00046472683743313076
-0.007917186077238363,0.007917186077238363,0.0006891261638765975,0.0006891261638765975
-0.008182490857992811,0.008182490857992811,0.00044701192890405625,0.00044701192890405625
-0.0009239675703581428,0.0009640777369896818,0.0005133909461809884,0.00043340564340464585
-0.003290595466627645,0.003290595466627645,0.0006818974727084888,0.0006818974727084888
-0.013332755015840615,0.013332755015840615,0.0011445720964655156,0.0011445720964655156
0.001880409576300525,0.0019358177926403943,0.0010724580199628114,0.0009688734968622827
0.003953635423183609,0.004065154944177492,0.002089297388466717,0.0018630383562168993
0.01363052205625551,0.01363052205625551,0.0015786338713407678,0.0015786338713407678
-0.0025767441739619184,0.002613780817586486,0.0013110000417462053,0.0012355085937063178
0.0029494867006560448,0.0029514854129534035,0.0010922347472428933,0.0010868221554398427
-0.003924761726319348,0.003926656861699997,0.0015107217011683994,0.0015057890148446132
0.0021553613950817847,0.0022095592056711037,0.0012103997949477704,0.0011083765261194316
0.010862078212213409,0.010862078212213409,0.0018273446602484064,0.0018273446602484064
0.0019488697945522077,0.00200507518817883,0.0013709814779753568,0.0012873838506129742
0.019976028196647858,0.019976028196647858,0.002523062957408916,0.002523062957408916
0.019739486449382556,0.019739486449382556,0.002009858950434532,0.002009858950434532
-0.004002066151342227,0.004210577590236048,0.002544277078955287,0.0021819522659348983
-0.0050985924129395375,0.005121409345188942,0.0017696570533114373,0.0017024972830025052
0.016232145194367716,0.016232145194367716,0.003181829082636529,0.003181829082636529
-0.00810233962265235,0.00810233962265235,0.0015854585192716525,0.0015854585192716525
0.0008591034371440646,0.0017853899466880705,0.002046986487560131,0.001319316161589661
-0.0030163787391471897,0.0031192761508377705,0.002845130030670124,0.0027319264053438323
0.014533953864156866,0.014533953864156866,0.003910385948659213,0.003910385948659213
-0.006243331470129015,0.006288072452321024,0.0018651546403656892,0.0017082548149332005
-0.010378359701653848,0.010378359701653848,0.002743561397094231,0.002743561397094231
0.01853298926418385,0.01853298926418385,0.003104439292021249,0.003104439292021249
-0.005832343924965376,0.005832343924965376,0.0020883737917216072,0.0020883737917216072
-0.030083707222558546,0.030083707222558546,0.001628295075577914,0.001628295075577914
0.033387382218986905,0.033387382218986905,0.0022356339074051062,0.0022356339074051062
