"sensor_00" "sensor_01" "sensor_02" "sensor_03" "sensor_04" "sensor_05" "sensor_06" "sensor_07" "sensor_08" "sensor_09" "sensor_10" "sensor_11" "sensor_12" "sensor_13" "sensor_14" "sensor_16" "sensor_17" "sensor_18" "sensor_19" "sensor_20" "sensor_21" "sensor_22" "sensor_23" "sensor_24" "sensor_25" "sensor_26" "sensor_27" "sensor_28" "sensor_29" "sensor_30" "sensor_31" "sensor_32" "sensor_33" "sensor_34" "sensor_35" "sensor_36" "sensor_37" "sensor_38" "sensor_39" "sensor_40" "sensor_41" "sensor_42" "sensor_43" "sensor_44" "sensor_45" "sensor_46" "sensor_47" "sensor_48" "sensor_49" "sensor_50" "sensor_51" "Y"
"1" 0.255770007233686 0.0758300094254229 0.728631001331953 1.3138563747874 0.2738624408309 0.173074894241298 -0.0151693747503045 0.203423879378832 0.246264614154349 0.157881518876549 -0.398866978523836 0.385812781154855 0.135399404736411 -0.794779726661812 0.390249437429394 0.378594312596167 0.359986179782822 0.364002807783633 0.378914151535426 0.381505327032967 0.371940894157357 0.260570493730442 0.189317762595667 0.381176635576427 0.416163630277817 0.252287232632 -0.477655535369893 -0.256119431251137 0.484682957373307 -0.105839411639031 -0.648765581817153 -0.466299072513013 -0.358780021050041 -0.735213291992605 -0.601435727711033 -1.3659933503913 1.04203018532328 -0.859741889507605 -0.282464811306506 0.0419548758924554 -0.304719400439805 -0.252567625886007 -0.146614365560972 -0.0765410750059533 2.62014465106963 0.503927764549592 -0.441624475878037 0.141573135188035 0.524646689789703 0.869068557671887 -0.242601280259744 1
"2" 0.244370598401373 -0.306077760155297 0.494675105395006 0.698201864803206 0.312302665769893 0.295299566687691 -0.156231406486544 0.216262104382586 0.219100369872829 0.186004346474056 -0.232572900034735 0.487355135312486 0.525204730907711 -0.802084127100272 0.388810427855317 0.385995182411335 0.29910407055479 0.290978510215527 0.375027992282038 0.385943537581511 0.372142613145667 -0.0511734055489291 0.093749907095242 0.375560070135421 0.403447420035588 0.252943185287223 -0.297718248416642 -0.280283718869972 0.516447932954274 0.217888273879278 -0.59270167038662 -0.486671489768529 -0.306959038189695 -0.764947308719249 -0.71235048976799 -1.36276052967588 1.6059257575227 -0.859741889507605 -0.282464811306506 -0.0784036367980862 -0.481413079862439 -0.34106295540486 -0.530724297004696 0.621720483275872 1.06821049009973 -0.726114008055498 -0.662230194658559 0.350552392369107 1.27734574668103 0.568755433770712 -0.166339808171549 1
"3" 0.130380372320768 0.589430845735672 0.190529694492397 -0.0229942290022564 0.293509519299421 0.183727662281566 -0.0440252888108991 0.216262104382586 0.278858703228663 0.186004346474056 0.128740855594108 0.85386424730194 0.8424444014722 -0.833765490701614 0.381655801602178 0.378989397240193 0.397790415471813 0.430519092770413 0.372181876428368 0.383815403042425 0.354659867021248 0.263598292058992 0.0964548256260879 0.384858812978271 0.426040783170478 0.249862361682063 -0.385653858564978 -0.267917496764403 0.609991100182378 0.229703082126978 0.171636202513291 0.0459012851154523 0.739449759836925 -0.82463055161896 -0.725208391430088 0.433141970864233 1.30182936656728 -0.257922555017485 -0.400610474899061 -0.372612992132974 -0.0270572118509609 -0.193571039271151 -0.569134257662895 0.558242558670455 2.68100444306941 0.53009869289741 -0.536169317142456 0.939178122638677 0.457440861084101 0.852687052691579 -0.178842014660567 1
"4" 0.25386978390809 1.39275460833524 0.447883926207618 0.504711134860546 0.319991005980509 -0.326268625803566 -0.0857026065540765 0.388291479902904 0.338620791663882 0.139132967144877 -0.441221614212211 0.412273648304626 0.596928257886061 -0.783940845954376 0.400081771260764 0.391995223063348 0.304214050889318 0.273090468264768 0.386434659437419 0.399130423088372 0.394905191112479 0.261718539393779 0.0986569571998528 0.379904919083354 0.405597554788552 0.269045941842525 -0.27064803710509 -0.167921283465565 0.835878446555136 0.14227258236863 0.0912776902568399 0.112595614269468 0.807266493660558 -0.841004592447895 -0.721575000886563 -0.933325339488803 1.54178420306454 0.25792258883119 0.190117086931469 -0.385986331386252 0.0739112973152483 0.130911267372941 -0.33866859379271 0.177372817226833 0.794339322772832 -0.51674523957901 -0.44162417646443 0.211232486341295 0.215501828741543 0.295744189152464 -0.167590201646087 1
"5" 0.229170742917867 0.0758300094254229 0.190528397893218 -0.146124552964948 0.313157335824986 0.0130511764485341 -0.0568466924934811 0.40626570479066 0.0887165034168018 0.186004346474056 0.206393086296624 0.478576718164957 0.768025029596116 -0.886779812974914 0.400960267742317 0.37846234448893 0.341894845484738 0.351373133419055 0.369681937077468 0.38440284172602 0.389703444039753 0.268846126147712 0.100137936888954 0.388686001081778 0.598024079793335 0.295768865596038 -0.247620475312306 -0.209392469855562 1.24028533354926 0.378570788934557 0.175373557402638 -0.094377152502029 0.755010804808643 -0.829762730575511 -0.859008486929718 0.576513161827365 1.0095148683945 -0.0859741737345932 -0.2037015396663 0.282671901273539 -0.153267121337784 -0.164072763455339 -0.377080029431157 -0.647845687171385 0.124877404119471 -0.64760097437028 -0.284048124773838 -0.272903013477093 -0.201171336284452 -0.0373300576565693 -0.243851673734282 1
"6" 0.215873041881222 0.260199696008216 0.0267606183319412 -0.796960240790444 0.293509519299421 0.485812161615711 -0.0440252888108991 0.229100329386342 0.26528033616729 0.173506751967207 -0.455036525894569 -0.161608235458978 0.299944105731042 1.33438038076387 0.404900028036889 0.381667284236112 0.297008778226248 0.255620750971232 0.387959148088826 0.384369937417549 0.373421468151121 0.269959422284974 0.103655734264639 0.382684199663524 0.593415535747837 0.261002200028622 -0.205324157150803 -0.229842515383912 1.1811270922374 0.243881056185411 -0.288087871217073 -0.159172561512227 -0.176395191089838 -0.670087515460974 -0.711888286743429 -1.17792948054325 1.04297306067853 -1.11766446143194 -0.577828970287894 -0.35924016640935 -0.60762375879783 -0.695043105759811 -1.1837098529768 -0.647845687171385 -0.209853555207209 -0.333547555900341 -0.756775035922978 -0.178862287559546 -0.46999232849066 -0.277578292314201 -0.213846983050365 1
"7" 0.314663412478319 1.77466237791596 0.915798413270683 0.856513164760282 0.175625572374209 -0.57545086563329 -0.0696725280473701 0.200857654143078 0.26528033616729 0.186004346474056 0.18522284939128 -0.147962617501255 0.343795758323989 0.681191712841548 0.385964746000961 0.383745986844515 0.402677560585478 0.465098821442038 0.374256916923101 0.388139416285098 0.375484641287463 0.279028392939045 0.099612560456606 0.401617672408926 0.619327087240304 0.2615269621528 -0.347399480312005 -0.24337476461081 1.18690433975685 0.189532325762412 -0.0619635480502706 -0.0510164430518091 -0.250855324103 -0.777398874216792 -0.655539314684189 -0.930884539187258 1.54390422648601 0.831083492950949 -0.107152335475367 1.98106287760544 0.12439506725106 0.0129174284941829 1.31300101395678 0.46302457485677 0.246598039782974 0.0851901975652897 0.188678822538929 -0.457500895893878 0.538087669721527 0.0336533188368363 -0.225098796064845 1
"8" 0.120881186814051 -0.00318340325811291 -0.40605981054329 -0.392387861014935 0.253360692307288 0.714902990963807 -0.0696725280473701 0.200857654143078 0.189221203194913 0.157881518876549 -0.358550768104841 0.965313928598939 0.40179930502172 -0.189578292463901 0.396733963094355 0.41678473528177 0.368534876295408 0.368752258111663 0.393840616222606 0.376958725821222 0.382209041368717 0.239750938051628 0.0786060597820942 0.324869800936068 0.571232136525155 0.277260818767075 0.510439109962377 -0.284311100139777 0.772274681598748 0.414015213677656 -0.450673214365616 -0.354327199423978 -0.158180425236855 -0.678041203528266 -0.776432635090121 -1.40029885372658 1.0642985295646 -0.544503557312184 -0.459683306695339 -0.894166547125321 -0.531897819092837 -0.42955805137962 -1.06847702104171 -0.489149778752284 0.124877404119471 -0.961654172132003 -0.473139422966177 -0.394807479855944 -0.308699640262287 -0.212056046498483 -0.337615630017375 1
"9" 0.322262374659439 -0.661645702713023 -0.1136156144194 -1.14876227069017 0.258485760409669 0.097876506171981 -0.156231406486544 0.231670104034591 0.246264614154349 0.186004346474056 -0.509856269298386 0.0372593741150894 -0.0875642241935483 1.40222568771249 0.390483882809441 0.378769723620693 0.325205449320785 0.327478002680333 0.371941672324406 0.39194760610379 0.373025404847193 0.252283059587335 0.0833190457582738 0.381980487352814 0.539188074578347 0.253335973653306 -0.378452733882435 -0.251116387971101 0.749675358196911 0.170628530485496 -0.502999412097769 -0.242550097148571 -0.154977636249649 -0.813279952342068 -0.774940599042559 -1.33051496813008 0.741543618695733 -0.0859741737345932 -0.223392735642475 -0.94765939060878 -0.380445340144798 -0.42955805137962 -1.33735412055034 0.145633854924124 0.0335866644558593 -0.778456769224206 -0.441624475878037 -0.102235797569668 -0.349023044581 0.224760812659059 -0.117582671882286 1
"10" 0.137979334501889 1.15570830189919 0.178831596355165 -0.621058452836176 0.306323665669461 0.272451247793321 0.0649765859119267 0.231670104034591 0.172924158657756 0.170383433326194 -0.0692191814001188 0.177864134775043 0.335358972739469 -0.341305043623895 0.270158609097832 0.257690214747357 0.23207315204893 0.164344708804526 0.275036978442132 0.26970906790578 0.261996670856077 0.374308315178793 0.471327167683485 0.264607731006584 0.405823378485444 0.154702624665135 -0.128185266754623 -0.0579317181509658 0.793155637440422 0.369118636094608 -0.246974455771027 -0.26333301962185 -0.198693854038497 -0.719900573538927 -0.658926243494074 -1.149803113863 0.675409010840938 -0.143289934005677 -0.10524707204992 1.31240618553461 -0.102783351401972 0.0129174284941829 0.736836854281321 -0.489149778752284 1.64638166908948 -0.0456653486468717 0.283224752966892 -0.290317249404762 -0.120524992170266 0.0991755646525544 -0.212597021639917 1
