Means,AbsMeans,Sigma,AbsSigma
-0.0001109952148953177,0.0009435870053074272,0.0017628838283442628,0.0014932256672661123
-4.802907037959526e-05,0.0011701201112156033,0.0018918579822628605,0.0014873642264025373
-0.00015536635215728208,0.0011791973822133158,0.002225021252591967,0.0018932384455344865
-0.00018853272932852858,0.001170007914594172,0.002209025490426977,0.0018831940120898872
-8.208902443891802e-05,0.37891751090923187,0.39304313201683894,0.10442428017739157
9.661571633515169e-05,0.0037449750043560526,0.004934914050366646,0.0032152563658124486
5.064154660350873e-05,0.0009650317215038861,0.0018055675334028645,0.0015268767011164107
8.5231282603362e-05,0.0013097793374478126,0.0023279385785162773,0.0019264061056987322
-0.00017846044049311618,0.0011047196043955168,0.0020414182189041606,0.001725929045169309
5.462817133509308e-05,0.0011252150597402327,0.0020455133350841233,0.0017090933591949204
-5.784182157784975e-05,0.0015336087186704319,0.002633032271975075,0.0021410859206495445
0.000331415282997553,0.0015382873964033621,0.0023498263678057053,0.001806984209866226
0.00038799323877355897,0.0012619637648377663,0.0022043402962582575,0.0018485406003868065
0.00010615047867916374,0.0009981752548503023,0.001903868255042352,0.0016246933302276948
0.00010007707109682698,0.0012230083553760865,0.0022000871271498045,0.0018315701869952667
-7.989374541344758e-05,0.001053649618640877,0.0018379212897111552,0.0015080318825766354
0.00018637908200323618,0.001535016704031606,0.002882275447511711,0.0024466247435765785
4.872737762656582e-05,0.0010217908382292537,0.001957778448809572,0.0016706927589668734
-9.337479300392844e-05,0.0018487764004821864,0.0030076277038850662,0.0023741459681674197
0.0001959114838845418,0.001207865554500358,0.0022221818676683583,0.0018755090948228978
4.691034372808544e-05,0.002443608739436086,0.00447053495810309,0.0037438829736681253
-0.00019605482823866488,0.002138237133661047,0.003747500023869392,0.0030838508207774555
8.517483538050293e-05,0.005356236622118946,0.010166721324451527,0.008641771027371133
-0.00014872961069687483,0.0016366012893231643,0.002771259553563788,0.002241324659682832
-0.0001992502324796361,0.005394906261836557,0.010291915947505493,0.008766882054165991
-0.0002781509446249098,0.009114307443065697,0.0182660121733723,0.015832055093987572
-2.0877403202981226e-05,0.003565827161532247,0.009756766631048784,0.009081839439936732
0.00024544425859901025,0.029808494159353657,0.040446484991453126,0.02733920384721729
-6.432848717658721e-05,0.006896658065548054,0.012549073972719203,0.010484250247583364
0.00036162807605243205,0.006242709902888268,0.013787283552808014,0.01229831434381561
-0.0002490754697015565,0.00707340372055197,0.010248278889215822,0.007419987775383148
-0.00016598518720964704,0.01006999424746717,0.015879522356877427,0.01227933211623993
0.00010717558182382781,0.0018306547982042379,0.0031737678943779355,0.0025948010063462
-9.184881513443364e-05,0.003195264868469239,0.005591995142408069,0.004590112013653184
2.481004448119961e-05,0.005019810909635837,0.008702920620247821,0.007109355898542631
-0.0002986731056607812,0.009336629675701404,0.01499487496818012,0.011737241040134246
0.0001300695685833238,0.001284086531118598,0.0025384405107838426,0.0021935633339522777
-0.00011730488628078406,0.0011680887229984812,0.002311172381943968,0.001997710427116422
-0.00011996909779311027,0.0009859944471473133,0.001772027231763027,0.0014772569325373615
-7.599356062621065e-05,0.001039626961859623,0.0019616714389814557,0.0016652644342406255
8.399078133456018e-05,0.0009684477326267543,0.0017988494489898526,0.0015182301474580163
-0.00013014736208966538,0.00114096764818159,0.0021488792278871165,0.0018255993803971897
-0.00011516682737704505,0.0012224822203783412,0.0023526671982039954,0.0020134158945662433
5.143806754504856e-05,0.0011871765830335195,0.002415338639280483,0.0021040718566367783
0.0001065550084985158,0.0010751203632929824,0.0019819878967759713,0.0016684562317409821
1.2616017980566691e-05,0.000994627112049077,0.0019270063883088525,0.0016505240660074387
0.00024055886362027827,0.0010423368575859984,0.0019405748319322146,0.0016544585581128278
-0.00010320224619102223,0.008349602244709868,0.011617707218420977,0.008078732206955845
0.00033539282652611524,0.001286200779053681,0.0023222407897318395,0.0019623909369799984
-0.0001061937499201318,0.01462401102621464,0.019282611431370677,0.01256855927427252
