Means,AbsMeans,Sigma,AbsSigma
0.011356686434873076,0.11170686099644705,0.11193468106821215,0.013413588593021691
0.0008003877940236725,0.006084991764816938,0.007198496851713061,0.003928339695985441
-0.0003627640277502879,0.0028806188736254425,0.0033912502812487246,0.0018259822328850984
-2.8506604923479412e-05,0.000248374587402098,0.0005716434561624935,0.0005156538876324907
0.005102178192833477,0.07313763937329072,0.07416952205423621,0.013343010566125177
0.007402165004223395,0.05661413668327801,0.0567987940057374,0.00870256139668413
0.001366427350837719,0.01609730155037203,0.016749724826719905,0.004826726455098152
0.0001036221137639745,0.008059430457310151,0.008784285162382551,0.003495709378695076
0.0006380692748398987,0.008861418685012522,0.009505398261049316,0.003497854683883427
0.0010082661292021794,0.01212968955284571,0.013096516112751175,0.0050404331391690005
0.007941067720429698,0.07831353644226932,0.07911426603607963,0.013752005558222613
0.0028008662853107567,0.0365018391081087,0.036681504401264636,0.004581851024851487
0.0026241831156689718,0.029868390308717536,0.03033324868773533,0.005905215774437681
0.0017313695953246038,0.015802045718963837,0.0161327731922394,0.0036823039857715604
0.00014358910740760054,0.0005502392662130647,0.000904249971317322,0.0007317940914702702
0.00029439768161639647,0.0014499422261075906,0.0020517437435088595,0.001481212315949008
0.0006763201221935492,0.0019290758918487855,0.0024267634567108625,0.0016202641716704601
0.0007145956950377455,0.0017320874171322294,0.002243706696281477,0.0015952240989017868
0.0004577145218793854,0.001363242580693694,0.0019585799588186254,0.0014788873198485549
0.0009591253881087977,0.0024533002809039323,0.003445408032807615,0.0026023212242855
9.775930873261255e-05,0.0005021157382761527,0.0006483250222343216,0.0004216183134950455
0.0007337458627811388,0.0027466996343798317,0.003890914175133513,0.0028518831020750194
3.475247579453838e-05,0.00033122112551222266,0.000594950900613289,0.0004954461370611648
0.0004128135330248899,0.000949084170209935,0.0011591091474023633,0.0007830633860022087
0.0004502557655554359,0.0016952062162944096,0.002228293023440946,0.0015146933475024876
0.0007309276313724977,0.0041287659473906255,0.005722587464288381,0.004029336699805806
0.0001620544491152482,0.0011063283788573935,0.0012966640297968927,0.0006954399821565735
-8.971947030911201e-05,0.0011794224557568234,0.001353091820887985,0.0006692307001050198
-7.218646818926408e-05,0.00041477722943688997,0.0008227840666506642,0.0007142439054444222
0.0001003206055366439,0.00043790194268613833,0.0005301769212051378,0.00031526763275906334
0.00025311056108993143,0.0023968069715768836,0.002667302828145785,0.0011974496541275572
0.00011780528225740041,0.0008165676670240024,0.0010414081479715558,0.0006569826941101795
-4.393564557050365e-05,0.0003185066014285068,0.0004109628168539918,0.00026339005796484935
-0.0001317079197142809,0.0006003382878313482,0.0008033397243890404,0.0005498141768458208
6.602310333060941e-05,0.00042831683557481717,0.0006559314080494037,0.0005011484317068672
-7.893564642607576e-05,0.000991658435147232,0.001096869343634446,0.0004753595915547566
-2.8300328499471653e-05,0.00041196369988461093,0.0005599173111465805,0.0003802554587276528
0.00021094412170292927,0.003213992132105067,0.003611620665742376,0.0016608900717582592
0.00022438942799678913,0.0014427722317465147,0.0028612427191517503,0.002481021725135998
-1.1258834810457168e-05,0.00403152277489714,0.004570936782062618,0.0021541620046922954
-8.858086059785136e-05,0.0003215181398335704,0.0006252528680414334,0.0005435198281721232
0.0005888861273230969,0.001820305243899842,0.003685940533500375,0.003258747198922516
0.00018645568536842318,0.002118320321368277,0.00315837835256933,0.002350072032228579
3.803983656055584e-05,0.0011664839360072262,0.0016161757886927978,0.0011192794272027998
0.0002266336577549107,0.0028684653073064014,0.0031817475566680437,0.0013952731309568118
0.00012209570844194358,0.0020264851032798926,0.0022708836998992354,0.0010320747388986248
0.00012897689767714385,0.0004955280577449244,0.0006415755801225533,0.00042744146866156304
0.00016377885384764068,0.0064096861035709395,0.006807557188095796,0.002299039459394268
0.00030025105870537446,0.0029545036233061947,0.003859690212523096,0.0025016529684932
0.0003133580499671004,0.0011336716065686984,0.0017930255737554307,0.0014240514962880107
