Means,AbsMeans,Sigma,AbsSigma
0.1721812089363111,0.1721812089363111,0.0,0.0
0.0030530547856837996,0.0030530547856837996,0.0,0.0
0.012239173698650919,0.012239173698650919,0.0,0.0
0.0003861764106650688,0.0003861764106650688,0.0,0.0
0.10267074983138007,0.10267074983138007,0.0,0.0
0.08557959553036946,0.08557959553036946,0.0,0.0
0.032888394118769794,0.032888394118769794,0.0,0.0
0.013434888898946383,0.013434888898946383,0.0,0.0
0.03095822123261693,0.03095822123261693,0.0,0.0
0.03370073475087805,0.03370073475087805,0.0,0.0
0.16858334383637383,0.16858334383637383,0.0,0.0
0.07865018932401917,0.07865018932401917,0.0,0.0
0.06443342445048539,0.06443342445048539,0.0,0.0
0.028482319425959298,0.028482319425959298,0.0,0.0
0.0007903846128419382,0.0007903846128419382,0.0,0.0
0.0023576687078033726,0.0023576687078033726,0.0,0.0
0.001834124090350716,0.001834124090350716,0.0,0.0
0.002531624901248878,0.002531624901248878,0.0,0.0
0.0010594134938769716,0.0010594134938769716,0.0,0.0
0.003089910669068471,0.003089910669068471,0.0,0.0
0.0003398134380291455,0.0003398134380291455,0.0,0.0
0.003266380555872316,0.003266380555872316,0.0,0.0
0.0007087971487370432,0.0007087971487370432,0.0,0.0
0.001693232898675424,0.001693232898675424,0.0,0.0
0.0023619099878410127,0.0023619099878410127,0.0,0.0
0.004394009821218829,0.004394009821218829,0.0,0.0
0.0005121182060133897,0.0005121182060133897,0.0,0.0
0.0010232949422151357,0.0010232949422151357,0.0,0.0
0.0007927497228316818,0.0007927497228316818,0.0,0.0
0.00033278390537581654,0.00033278390537581654,0.0,0.0
0.00155660829412583,0.00155660829412583,0.0,0.0
0.0006731642499155556,0.0006731642499155556,0.0,0.0
0.0009225987345101464,0.0009225987345101464,0.0,0.0
0.0009973886913333015,0.0009973886913333015,0.0,0.0
0.00047399027561365075,0.00047399027561365075,0.0,0.0
0.0007730141013928399,0.0007730141013928399,0.0,0.0
0.00024254069370796693,0.00024254069370796693,0.0,0.0
0.013472827345770641,0.013472827345770641,0.0,0.0
0.006491437972029895,0.006491437972029895,0.0,0.0
0.0018126151786245178,0.0018126151786245178,0.0,0.0
0.0010832091299487058,0.0010832091299487058,0.0,0.0
0.003173683883115543,0.003173683883115543,0.0,0.0
0.004013125430399118,0.004013125430399118,0.0,0.0
0.003591167415080753,0.003591167415080753,0.0,0.0
0.005613552191256369,0.005613552191256369,0.0,0.0
0.001301618403248963,0.001301618403248963,0.0,0.0
0.0006665069708150918,0.0006665069708150918,0.0,0.0
0.027711406819766637,0.027711406819766637,0.0,0.0
0.04134781818684162,0.04134781818684162,0.0,0.0
0.029752033699393554,0.029752033699393554,0.0,0.0
